PROFUNDIDADE_M,GR_AUSENTE_ORIGINAL,GR_INVALIDO_FISICO,GR_EXTREMO_IQR,GR_INTERPOLADO,RT_AUSENTE_ORIGINAL,RT_INVALIDO_FISICO,RT_EXTREMO_IQR,RT_INTERPOLADO,NPHI_AUSENTE_ORIGINAL,NPHI_INVALIDO_FISICO,NPHI_EXTREMO_IQR,NPHI_INTERPOLADO,RHOB_AUSENTE_ORIGINAL,RHOB_INVALIDO_FISICO,RHOB_EXTREMO_IQR,RHOB_INTERPOLADO
103.82000085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
103.97200085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
104.12400085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
104.27600085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
104.42800085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
104.58000085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
104.73200085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
104.88400085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
105.03600085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
105.18800085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
105.34000085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
105.49200085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
105.64400085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
105.79600085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
105.94800085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
106.10000085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
106.25200085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
106.40400085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
106.55600085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
106.70800085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
106.86000085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
107.01200085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
107.16400085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
107.31600085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
107.46800085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
107.62000085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
107.77200085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
107.92400085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
108.07600085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
108.22800085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
108.38000085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
108.53200085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
108.68400085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
108.83600085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
108.98800085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
109.14000085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
109.29200085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
109.44400085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
109.59600085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
109.74800085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
109.90000085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
110.05200085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
110.20400085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
110.35600085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
110.50800085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
110.66000085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
110.81200085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
110.96400085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
111.11600085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
111.26800085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
111.42000085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
111.57200085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
111.72400085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
111.87600085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
112.02800085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
112.18000085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
112.33200085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
112.48400085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
112.63600085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
112.78800085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
112.94000085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
113.09200085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
113.24400085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
113.39600085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
113.54800085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
113.70000085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
113.85200085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
114.00400085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
114.15600085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
114.30800085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
114.46000085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
114.61200085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
114.76400085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
114.91600085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
115.06800085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
115.22000085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
115.37200085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
115.52400085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
115.67600085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
115.82800085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
115.98000085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
116.13200085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
116.28400085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
116.43600085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
116.58800085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
116.74000085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
116.89200085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
117.04400085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
117.19600085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
117.34800085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
117.50000085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
117.65200085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
117.80400085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
117.95600085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
118.10800085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
118.26000085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
118.41200085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
118.56400085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
118.71600085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
118.86800085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
119.02000085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
119.17200085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
119.32400085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
119.47600085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
119.62800085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
119.78000085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
119.93200085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
120.08400085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
120.23600085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
120.38800085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
120.54000085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
120.69200085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
120.84400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
120.99600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
121.14800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
121.30000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
121.45200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
121.60400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
121.75600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
121.90800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
122.06000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
122.21200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
122.36400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
122.51600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
122.66800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
122.82000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
122.97200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
123.12400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
123.27600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
123.42800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
123.58000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
123.73200085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
123.88400085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
124.03600085,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
124.18800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
124.34000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
124.49200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
124.64400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
124.79600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
124.94800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
125.10000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
125.25200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
125.40400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
125.55600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
125.70800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
125.86000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
126.01200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
126.16400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
126.31600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
126.46800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
126.62000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
126.77200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
126.92400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
127.07600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
127.22800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
127.38000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
127.53200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
127.68400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
127.83600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
127.98800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
128.14000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
128.29200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
128.44400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
128.59600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
128.74800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
128.90000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
129.05200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
129.20400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
129.35600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
129.50800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
129.66000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
129.81200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
129.96400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
130.11600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
130.26800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
130.42000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
130.57200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
130.72400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
130.87600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
131.02800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
131.18000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
131.33200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
131.48400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
131.63600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
131.78800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
131.94000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
132.09200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
132.24400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
132.39600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
132.54800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
132.70000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
132.85200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
133.00400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
133.15600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
133.30800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
133.46000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
133.61200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
133.76400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
133.91600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
134.06800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
134.22000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
134.37200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
134.52400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
134.67600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
134.82800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
134.98000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
135.13200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
135.28400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
135.43600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
135.58800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
135.74000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
135.89200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
136.04400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
136.19600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
136.34800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
136.50000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
136.65200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
136.80400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
136.95600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
137.10800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
137.26000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
137.41200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
137.56400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
137.71600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
137.86800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
138.02000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
138.17200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
138.32400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
138.47600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
138.62800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
138.78000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
138.93200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
139.08400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
139.23600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
139.38800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
139.54000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
139.69200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
139.84400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
139.99600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
140.14800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
140.30000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
140.45200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
140.60400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
140.75600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
140.90800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
141.06000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
141.21200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
141.36400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
141.51600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
141.66800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
141.82000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
141.97200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
142.12400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
142.27600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
142.42800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
142.58000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
142.73200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
142.88400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
143.03600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
143.18800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
143.34000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
143.49200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
143.64400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
143.79600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
143.94800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
144.10000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
144.25200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
144.40400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
144.55600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
144.70800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
144.86000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
145.01200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
145.16400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
145.31600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
145.46800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
145.62000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
145.77200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
145.92400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
146.07600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
146.22800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
146.38000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
146.53200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
146.68400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
146.83600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
146.98800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
147.14000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
147.29200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
147.44400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
147.59600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
147.74800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
147.90000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
148.05200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
148.20400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
148.35600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
148.50800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
148.66000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
148.81200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
148.96400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
149.11600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
149.26800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
149.42000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
149.57200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
149.72400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
149.87600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
150.02800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
150.18000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
150.33200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
150.48400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
150.63600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
150.78800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
150.94000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
151.09200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
151.24400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
151.39600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
151.54800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
151.70000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
151.85200085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
152.00400085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
152.15600085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
152.30800085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
152.46000085,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
