PROFUNDIDADE_M,GR,RT,NPHI,RHOB,CONFIANCA_FORCE,LITOLOGIA_CODIGO_FORCE,LITOLOGIA_REFERENCIA,VCL,PHIE,PHID,PHI_ND_EXEMPLO_SLIDE,SW_ARCHIE_BRUTA,SW,SW_ACIMA_1,SH,BVW,AVALIAVEL,POTENCIAL,CLASSE
102.30000085,15.296363831,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
102.45200085,14.425292015,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
102.60400085,12.87015152,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
102.75600085,11.280603409,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
102.90800085,11.876001358,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
103.06000085,12.443645477,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
103.21200085,11.769781113,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
103.36400085,11.444653511,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
103.51600085,12.828555107,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
103.66800085,13.661633492,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
103.82000085,14.218922615,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
103.97200085,12.878167152,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
104.12400085,12.266880989,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
104.27600085,10.839223862,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
104.42800085,10.427235603,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
104.58000085,11.122846603,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
104.73200085,11.644907951,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
104.88400085,11.92603302,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
105.03600085,12.169239998,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
105.18800085,14.030409813,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
105.34000085,15.456856728,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
105.49200085,15.395176888,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
105.64400085,14.037507057,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
105.79600085,12.705415726,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
105.94800085,12.067480087,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
106.10000085,11.098722458,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
106.25200085,10.927930832,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
106.40400085,10.901483536,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
106.55600085,12.218040466,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
106.70800085,13.5620327,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
106.86000085,13.991008759,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
107.01200085,12.495738983,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
107.16400085,11.15259552,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
107.31600085,10.322266579,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
107.46800085,11.074662209,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
107.62000085,11.213290215,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
107.77200085,12.306973457,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
107.92400085,12.731577873,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
108.07600085,12.524121284,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
108.22800085,12.031757355,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
108.38000085,10.86941433,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
108.53200085,12.170824051,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
108.68400085,12.042407036,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
108.83600085,13.044668198,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
108.98800085,12.455686569,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
109.14000085,13.359548569,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
109.29200085,13.792053223,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
109.44400085,13.61909771,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
109.59600085,13.761013985,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
109.74800085,13.392868042,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
109.90000085,13.694797516,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
110.05200085,13.411359787,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
110.20400085,13.094455719,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
110.35600085,12.813920021,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
110.50800085,12.315215111,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
110.66000085,11.998087883,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
110.81200085,11.57378006,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
110.96400085,10.66180706,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
111.11600085,10.463804245,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
111.26800085,9.837269783,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
111.42000085,10.476800919,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
111.57200085,11.098956108,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
111.72400085,12.412737846,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
111.87600085,12.963451385,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
112.02800085,13.656401634,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
112.18000085,13.26690197,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
112.33200085,13.872153282,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
112.48400085,13.685718536,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
112.63600085,13.162246704,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
112.78800085,11.693828583,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
112.94000085,10.864068031,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
113.09200085,12.488107681,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
113.24400085,13.408485413,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
113.39600085,13.529234886,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
113.54800085,12.541220665,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
113.70000085,12.21476078,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
113.85200085,12.409609795,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
114.00400085,13.075852394,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
114.15600085,12.921649933,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
114.30800085,13.767352104,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
114.46000085,13.372525215,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
114.61200085,14.604587555,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
114.76400085,14.034356117,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
114.91600085,13.026421547,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
115.06800085,12.417006493,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
115.22000085,12.405533791,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
115.37200085,13.56521225,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
115.52400085,13.457667351,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
115.67600085,12.719466209,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
115.82800085,12.877356529,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
115.98000085,12.871873856,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
116.13200085,13.187971115,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
116.28400085,12.440657616,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
116.43600085,11.666498184,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
116.58800085,10.936987877,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
116.74000085,10.331582069,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
116.89200085,11.412949562,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
117.04400085,12.335165977,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
117.19600085,12.313423157,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
117.34800085,12.237204552,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
117.50000085,12.056994438,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
117.65200085,12.158450127,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
117.80400085,11.383846283,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
117.95600085,11.31126976,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
118.10800085,11.494800568,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
118.26000085,12.366371155,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
118.41200085,12.809859276,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
118.56400085,12.102272987,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
118.71600085,10.698924065,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
118.86800085,9.8243637085,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
119.02000085,9.821346283,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
119.17200085,9.2252969742,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
119.32400085,9.1895313263,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
119.47600085,10.234014511,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
119.62800085,11.406393051,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
119.78000085,12.145701408,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
119.93200085,12.167634964,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
120.08400085,11.891000748,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
120.23600085,11.907217026,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
120.38800085,12.437252998,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
120.54000085,13.682120323,19.468799591,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
120.69200085,13.823367119,8.0332689285,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
120.84400085,12.267447472,1.0858999491,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
120.99600085,10.845293045,1.1003950834,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
121.14800085,10.592279434,1.2867228985,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
121.30000085,11.49192524,1.5746730566,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
121.45200085,12.469258308,1.8626232147,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
121.60400085,12.628271103,2.1505732536,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
121.75600085,12.072181702,2.438523531,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
121.90800085,11.300747871,2.7264735699,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
122.06000085,10.65557766,3.0144238472,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
122.21200085,10.252802849,3.3023738861,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
122.36400085,11.995734215,3.5903241634,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
122.51600085,13.734797478,3.8782742023,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
122.66800085,14.98249054,4.1662244797,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
122.82000085,14.416510582,4.4804310799,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
122.97200085,13.27244854,4.7891631126,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
123.12400085,12.793848991,5.0808420181,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
123.27600085,12.733551979,5.3725204468,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
123.42800085,13.882184029,3.266561985,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
123.58000085,14.638348579,5.5150318146,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
123.73200085,15.532752991,10.303015709,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
123.88400085,16.201055527,12.285661697,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
124.03600085,16.637182236,9.8421726227,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
124.18800085,16.975637436,5.8878846169,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
124.34000085,17.125999451,3.5492417812,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
124.49200085,16.650121689,1.7518560886,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
124.64400085,15.150824547,0.958991766,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
124.79600085,13.182677269,0.9428004026,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
124.94800085,12.6957407,0.829436481,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
125.10000085,12.921749115,0.7945984602,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
125.25200085,13.92534256,0.9228385687,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
125.40400085,14.740457535,1.0692983866,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
125.55600085,15.334833145,1.1917980909,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
125.70800085,15.665599823,1.1961340904,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
125.86000085,14.996785164,0.922046721,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
126.01200085,14.198810577,0.6833052635,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
126.16400085,13.807524681,0.6497189403,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
126.31600085,14.601091385,0.6585642695,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
126.46800085,15.486902237,0.6859225631,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
126.62000085,15.389529228,0.7142142057,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
126.77200085,14.646700859,0.7170501351,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
126.92400085,14.538024902,0.7124288678,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
127.07600085,15.550201416,0.7091519237,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
127.22800085,15.901369095,0.7093262672,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
127.38000085,14.983646393,0.7200865746,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
127.53200085,13.548415184,0.7142531872,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
127.68400085,12.769510269,0.6867094636,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
127.83600085,13.544821739,0.6596808434,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
127.98800085,13.417325974,0.6384748816,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
128.14000085,12.881596565,0.629886806,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
128.29200085,13.189081192,0.6385564208,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
128.44400085,14.653897285,0.6455236077,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
128.59600085,16.546789169,0.6314876676,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
128.74800085,16.941297531,0.6143677831,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
128.90000085,16.041816711,0.6021542549,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
129.05200085,14.183694839,0.5851095915,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
129.20400085,12.609739304,0.5643972158,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
129.35600085,12.397542,0.5475404263,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
129.50800085,13.570451736,0.5471419692,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
129.66000085,14.244943619,0.5448660254,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
129.81200085,14.499499321,0.5348943472,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
129.96400085,14.754907608,0.5310152173,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
130.11600085,15.631184578,0.5271709561,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
130.26800085,16.159673691,0.5220322609,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
130.42000085,15.18457222,0.5163231492,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
130.57200085,14.600027084,0.5118286014,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
130.72400085,14.616736412,0.5160277486,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
130.87600085,14.892333984,0.5169121027,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
131.02800085,14.720137596,0.5048283339,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
131.18000085,13.827179909,0.4949788451,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
131.33200085,13.41129303,0.4974328279,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
131.48400085,12.625533104,0.4948839247,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
131.63600085,12.77600193,0.4893772006,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
131.78800085,14.055392265,0.4882999957,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
131.94000085,15.179265022,0.4882999957,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
132.09200085,15.468941689,0.4897456467,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
132.24400085,14.88284874,0.491066128,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
132.39600085,14.023291588,0.4906199574,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
132.54800085,13.015565872,0.4907826781,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
132.70000085,12.135192871,0.4883752167,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
132.85200085,12.920292854,0.4839869142,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
133.00400085,13.912352562,0.4826282561,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
133.15600085,14.360151291,0.4835864007,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
133.30800085,13.683853149,0.4814299047,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
133.46000085,14.130966187,0.4802007675,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
133.61200085,15.246846199,0.4805000126,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
133.76400085,15.6929245,0.4787561595,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
133.91600085,15.605618477,0.4749189615,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
134.06800085,15.085868835,0.4695022702,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
134.22000085,15.71608448,0.465764612,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
134.37200085,15.602252007,0.4726742208,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
134.52400085,16.130233765,0.4786167443,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
134.67600085,15.643147469,0.4767059684,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
134.82800085,14.673900604,0.4628070891,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
134.98000085,13.773353577,0.4422738552,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
135.13200085,14.878064156,0.4535200298,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
135.28400085,16.901708603,0.4802999198,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
135.43600085,17.027223587,0.4843314886,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
135.58800085,16.582078934,0.4714433253,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
135.74000085,15.594671249,0.4731062949,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
135.89200085,16.206554413,0.5088395476,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
136.04400085,15.492603302,0.5334860086,,,,,Não identificada,0.0,,,,,,False,,,False,False,Sem dados suficientes
